p,rho,num.samples,alt.hyp,Method,Type,Prob
0.1,0,30,2,BH,FDR,0
0.1,0,30,2,BH,FNR,0.6666666666666666
0.1,0,30,2,Lfdr,FDR,0
0.1,0,30,2,Lfdr,FNR,1
0.1,0,30,2,adaptBH,FNR,1
0.1,0,30,2,adaptBH,FDR,0
0.1,0,30,2,Bonf,FNR,0.6666666666666666
0.1,0,30,2,Bonf,FDR,0
0.1,0,30,2,None,FNR,0.3333333333333333
0.1,0,30,2,None,FDR,0.3333333333333333
0.1,0.2,30,2,BH,FDR,0
0.1,0.2,30,2,BH,FNR,0.5
0.1,0.2,30,2,Lfdr,FDR,0
0.1,0.2,30,2,Lfdr,FNR,0.75
0.1,0.2,30,2,adaptBH,FNR,0.5
0.1,0.2,30,2,adaptBH,FDR,0
0.1,0.2,30,2,Bonf,FNR,0.5
0.1,0.2,30,2,Bonf,FDR,0
0.1,0.2,30,2,None,FNR,0.25
0.1,0.2,30,2,None,FDR,0
0.1,0.4,30,2,BH,FDR,0
0.1,0.4,30,2,BH,FNR,0.5
0.1,0.4,30,2,Lfdr,FDR,0
0.1,0.4,30,2,Lfdr,FNR,1
0.1,0.4,30,2,adaptBH,FNR,0.5
0.1,0.4,30,2,adaptBH,FDR,0
0.1,0.4,30,2,Bonf,FNR,0.5
0.1,0.4,30,2,Bonf,FDR,0
0.1,0.4,30,2,None,FNR,0
0.1,0.4,30,2,None,FDR,0.3333333333333333
0.1,0.6000000000000001,30,2,BH,FDR,0
0.1,0.6000000000000001,30,2,BH,FNR,0.6666666666666666
0.1,0.6000000000000001,30,2,Lfdr,FDR,0
0.1,0.6000000000000001,30,2,Lfdr,FNR,1
0.1,0.6000000000000001,30,2,adaptBH,FNR,0.3333333333333333
0.1,0.6000000000000001,30,2,adaptBH,FDR,0
0.1,0.6000000000000001,30,2,Bonf,FNR,0.6666666666666666
0.1,0.6000000000000001,30,2,Bonf,FDR,0
0.1,0.6000000000000001,30,2,None,FNR,0
0.1,0.6000000000000001,30,2,None,FDR,0.4
0.1,0.8,30,2,BH,FDR,0
0.1,0.8,30,2,BH,FNR,1
0.1,0.8,30,2,Lfdr,FDR,0
0.1,0.8,30,2,Lfdr,FNR,1
0.1,0.8,30,2,adaptBH,FNR,1
0.1,0.8,30,2,adaptBH,FDR,0
0.1,0.8,30,2,Bonf,FNR,1
0.1,0.8,30,2,Bonf,FDR,0
0.1,0.8,30,2,None,FNR,1
0.1,0.8,30,2,None,FDR,0
0.1,0,30,2,BH,FDR,0
0.1,0,30,2,BH,FNR,1
0.1,0,30,2,Lfdr,FDR,0
0.1,0,30,2,Lfdr,FNR,1
0.1,0,30,2,adaptBH,FNR,1
0.1,0,30,2,adaptBH,FDR,0
0.1,0,30,2,Bonf,FNR,1
0.1,0,30,2,Bonf,FDR,0
0.1,0,30,2,None,FNR,1
0.1,0,30,2,None,FDR,1
0.1,0.2,30,2,BH,FDR,0
0.1,0.2,30,2,BH,FNR,1
0.1,0.2,30,2,Lfdr,FDR,0
0.1,0.2,30,2,Lfdr,FNR,1
0.1,0.2,30,2,adaptBH,FNR,1
0.1,0.2,30,2,adaptBH,FDR,0
0.1,0.2,30,2,Bonf,FNR,1
0.1,0.2,30,2,Bonf,FDR,0
0.1,0.2,30,2,None,FNR,1
0.1,0.2,30,2,None,FDR,0
0.1,0.4,30,2,BH,FDR,0
0.1,0.4,30,2,BH,FNR,1
0.1,0.4,30,2,Lfdr,FDR,0
0.1,0.4,30,2,Lfdr,FNR,1
0.1,0.4,30,2,adaptBH,FNR,1
0.1,0.4,30,2,adaptBH,FDR,0
0.1,0.4,30,2,Bonf,FNR,1
0.1,0.4,30,2,Bonf,FDR,0
0.1,0.4,30,2,None,FNR,0.25
0.1,0.4,30,2,None,FDR,0
0.1,0.6000000000000001,30,2,BH,FDR,0
0.1,0.6000000000000001,30,2,BH,FNR,1
0.1,0.6000000000000001,30,2,Lfdr,FDR,0
0.1,0.6000000000000001,30,2,Lfdr,FNR,1
0.1,0.6000000000000001,30,2,adaptBH,FNR,1
0.1,0.6000000000000001,30,2,adaptBH,FDR,0
0.1,0.6000000000000001,30,2,Bonf,FNR,1
0.1,0.6000000000000001,30,2,Bonf,FDR,0
0.1,0.6000000000000001,30,2,None,FNR,1
0.1,0.6000000000000001,30,2,None,FDR,0
0.1,0.8,30,2,BH,FDR,0
0.1,0.8,30,2,BH,FNR,1
0.1,0.8,30,2,Lfdr,FDR,0
0.1,0.8,30,2,Lfdr,FNR,1
0.1,0.8,30,2,adaptBH,FNR,1
0.1,0.8,30,2,adaptBH,FDR,0
0.1,0.8,30,2,Bonf,FNR,1
0.1,0.8,30,2,Bonf,FDR,0
0.1,0.8,30,2,None,FNR,0.75
0.1,0.8,30,2,None,FDR,0
0.1,0,30,2,BH,FDR,0
0.1,0,30,2,BH,FNR,0
0.1,0,30,2,Lfdr,FDR,0
0.1,0,30,2,Lfdr,FNR,1
0.1,0,30,2,adaptBH,FNR,0
0.1,0,30,2,adaptBH,FDR,0
0.1,0,30,2,Bonf,FNR,0
0.1,0,30,2,Bonf,FDR,0
0.1,0,30,2,None,FNR,0
0.1,0,30,2,None,FDR,0.5
0.1,0.2,30,2,BH,FDR,0.25
0.1,0.2,30,2,BH,FNR,0.4
0.1,0.2,30,2,Lfdr,FDR,0
0.1,0.2,30,2,Lfdr,FNR,0.8
0.1,0.2,30,2,adaptBH,FNR,0.2
0.1,0.2,30,2,adaptBH,FDR,0.3333333333333333
0.1,0.2,30,2,Bonf,FNR,0.6
0.1,0.2,30,2,Bonf,FDR,0
0.1,0.2,30,2,None,FNR,0
0.1,0.2,30,2,None,FDR,0.2857142857142857
0.1,0.4,30,2,BH,FDR,0
0.1,0.4,30,2,BH,FNR,0.8333333333333334
0.1,0.4,30,2,Lfdr,FDR,0
0.1,0.4,30,2,Lfdr,FNR,0.8333333333333334
0.1,0.4,30,2,adaptBH,FNR,0.8333333333333334
0.1,0.4,30,2,adaptBH,FDR,0
0.1,0.4,30,2,Bonf,FNR,0.8333333333333334
0.1,0.4,30,2,Bonf,FDR,0
0.1,0.4,30,2,None,FNR,0.5
0.1,0.4,30,2,None,FDR,0
0.1,0.6000000000000001,30,2,BH,FDR,0
0.1,0.6000000000000001,30,2,BH,FNR,1
0.1,0.6000000000000001,30,2,Lfdr,FDR,0
0.1,0.6000000000000001,30,2,Lfdr,FNR,1
0.1,0.6000000000000001,30,2,adaptBH,FNR,1
0.1,0.6000000000000001,30,2,adaptBH,FDR,0
0.1,0.6000000000000001,30,2,Bonf,FNR,1
0.1,0.6000000000000001,30,2,Bonf,FDR,0
0.1,0.6000000000000001,30,2,None,FNR,0
0.1,0.6000000000000001,30,2,None,FDR,0
0.1,0.8,30,2,BH,FDR,0
0.1,0.8,30,2,BH,FNR,1
0.1,0.8,30,2,Lfdr,FDR,0
0.1,0.8,30,2,Lfdr,FNR,1
0.1,0.8,30,2,adaptBH,FNR,1
0.1,0.8,30,2,adaptBH,FDR,0
0.1,0.8,30,2,Bonf,FNR,1
0.1,0.8,30,2,Bonf,FDR,0
0.1,0.8,30,2,None,FNR,0.6666666666666666
0.1,0.8,30,2,None,FDR,0
0.1,0,30,2,BH,FDR,0
0.1,0,30,2,BH,FNR,1
0.1,0,30,2,Lfdr,FDR,0
0.1,0,30,2,Lfdr,FNR,1
0.1,0,30,2,adaptBH,FNR,1
0.1,0,30,2,adaptBH,FDR,0
0.1,0,30,2,Bonf,FNR,1
0.1,0,30,2,Bonf,FDR,0
0.1,0,30,2,None,FNR,0.3333333333333333
0.1,0,30,2,None,FDR,0.3333333333333333
0.1,0.2,30,2,BH,FDR,0
0.1,0.2,30,2,BH,FNR,1
0.1,0.2,30,2,Lfdr,FDR,0
0.1,0.2,30,2,Lfdr,FNR,1
0.1,0.2,30,2,adaptBH,FNR,1
0.1,0.2,30,2,adaptBH,FDR,0
0.1,0.2,30,2,Bonf,FNR,1
0.1,0.2,30,2,Bonf,FDR,0
0.1,0.2,30,2,None,FNR,0
0.1,0.2,30,2,None,FDR,0
0.1,0.4,30,2,BH,FDR,0
0.1,0.4,30,2,BH,FNR,0.5
0.1,0.4,30,2,Lfdr,FDR,0
0.1,0.4,30,2,Lfdr,FNR,1
0.1,0.4,30,2,adaptBH,FNR,1
0.1,0.4,30,2,adaptBH,FDR,0
0.1,0.4,30,2,Bonf,FNR,0.5
0.1,0.4,30,2,Bonf,FDR,0
0.1,0.4,30,2,None,FNR,0.5
0.1,0.4,30,2,None,FDR,0
0.1,0.6000000000000001,30,2,BH,FDR,0
0.1,0.6000000000000001,30,2,BH,FNR,1
0.1,0.6000000000000001,30,2,Lfdr,FDR,0
0.1,0.6000000000000001,30,2,Lfdr,FNR,1
0.1,0.6000000000000001,30,2,adaptBH,FNR,1
0.1,0.6000000000000001,30,2,adaptBH,FDR,0
0.1,0.6000000000000001,30,2,Bonf,FNR,1
0.1,0.6000000000000001,30,2,Bonf,FDR,0
0.1,0.6000000000000001,30,2,None,FNR,1
0.1,0.6000000000000001,30,2,None,FDR,0
0.1,0.8,30,2,BH,FDR,0
0.1,0.8,30,2,BH,FNR,1
0.1,0.8,30,2,Lfdr,FDR,0
0.1,0.8,30,2,Lfdr,FNR,1
0.1,0.8,30,2,adaptBH,FNR,1
0.1,0.8,30,2,adaptBH,FDR,0
0.1,0.8,30,2,Bonf,FNR,1
0.1,0.8,30,2,Bonf,FDR,0
0.1,0.8,30,2,None,FNR,1
0.1,0.8,30,2,None,FDR,0
0.1,0,30,2,BH,FDR,0
0.1,0,30,2,BH,FNR,0.5
0.1,0,30,2,Lfdr,FDR,0
0.1,0,30,2,Lfdr,FNR,0.5
0.1,0,30,2,adaptBH,FNR,0.5
0.1,0,30,2,adaptBH,FDR,0
0.1,0,30,2,Bonf,FNR,0.5
0.1,0,30,2,Bonf,FDR,0
0.1,0,30,2,None,FNR,0
0.1,0,30,2,None,FDR,0
0.1,0.2,30,2,BH,FDR,0
0.1,0.2,30,2,BH,FNR,1
0.1,0.2,30,2,Lfdr,FDR,0
0.1,0.2,30,2,Lfdr,FNR,1
0.1,0.2,30,2,adaptBH,FNR,1
0.1,0.2,30,2,adaptBH,FDR,0
0.1,0.2,30,2,Bonf,FNR,1
0.1,0.2,30,2,Bonf,FDR,0
0.1,0.2,30,2,None,FNR,0
0.1,0.2,30,2,None,FDR,0.25
0.1,0.4,30,2,BH,FDR,0
0.1,0.4,30,2,BH,FNR,1
0.1,0.4,30,2,Lfdr,FDR,0
0.1,0.4,30,2,Lfdr,FNR,1
0.1,0.4,30,2,adaptBH,FNR,1
0.1,0.4,30,2,adaptBH,FDR,0
0.1,0.4,30,2,Bonf,FNR,1
0.1,0.4,30,2,Bonf,FDR,0
0.1,0.4,30,2,None,FNR,0.5
0.1,0.4,30,2,None,FDR,0
0.1,0.6000000000000001,30,2,BH,FDR,0
0.1,0.6000000000000001,30,2,BH,FNR,1
0.1,0.6000000000000001,30,2,Lfdr,FDR,0
0.1,0.6000000000000001,30,2,Lfdr,FNR,1
0.1,0.6000000000000001,30,2,adaptBH,FNR,1
0.1,0.6000000000000001,30,2,adaptBH,FDR,0
0.1,0.6000000000000001,30,2,Bonf,FNR,1
0.1,0.6000000000000001,30,2,Bonf,FDR,0
0.1,0.6000000000000001,30,2,None,FNR,0.42857142857142855
0.1,0.6000000000000001,30,2,None,FDR,0
0.1,0.8,30,2,BH,FDR,0
0.1,0.8,30,2,BH,FNR,1
0.1,0.8,30,2,Lfdr,FDR,0
0.1,0.8,30,2,Lfdr,FNR,1
0.1,0.8,30,2,adaptBH,FNR,1
0.1,0.8,30,2,adaptBH,FDR,0
0.1,0.8,30,2,Bonf,FNR,1
0.1,0.8,30,2,Bonf,FDR,0
0.1,0.8,30,2,None,FNR,0
0.1,0.8,30,2,None,FDR,0
0.1,0,100,2,BH,FDR,0
0.1,0,100,2,BH,FNR,0.7
0.1,0,100,2,Lfdr,FDR,0
0.1,0,100,2,Lfdr,FNR,0.9
0.1,0,100,2,adaptBH,FNR,0.7
0.1,0,100,2,adaptBH,FDR,0
0.1,0,100,2,Bonf,FNR,0.7
0.1,0,100,2,Bonf,FDR,0
0.1,0,100,2,None,FNR,0.4
0.1,0,100,2,None,FDR,0.4
0.1,0.2,100,2,BH,FDR,0
0.1,0.2,100,2,BH,FNR,1
0.1,0.2,100,2,Lfdr,FDR,0
0.1,0.2,100,2,Lfdr,FNR,1
0.1,0.2,100,2,adaptBH,FNR,1
0.1,0.2,100,2,adaptBH,FDR,0
0.1,0.2,100,2,Bonf,FNR,1
0.1,0.2,100,2,Bonf,FDR,0
0.1,0.2,100,2,None,FNR,0.4166666666666667
0.1,0.2,100,2,None,FDR,0.4166666666666667
0.1,0.4,100,2,BH,FDR,0
0.1,0.4,100,2,BH,FNR,1
0.1,0.4,100,2,Lfdr,FDR,0
0.1,0.4,100,2,Lfdr,FNR,1
0.1,0.4,100,2,adaptBH,FNR,1
0.1,0.4,100,2,adaptBH,FDR,0
0.1,0.4,100,2,Bonf,FNR,1
0.1,0.4,100,2,Bonf,FDR,0
0.1,0.4,100,2,None,FNR,0.2727272727272727
0.1,0.4,100,2,None,FDR,0
0.1,0.6000000000000001,100,2,BH,FDR,0
0.1,0.6000000000000001,100,2,BH,FNR,1
0.1,0.6000000000000001,100,2,Lfdr,FDR,0
0.1,0.6000000000000001,100,2,Lfdr,FNR,1
0.1,0.6000000000000001,100,2,adaptBH,FNR,1
0.1,0.6000000000000001,100,2,adaptBH,FDR,0
0.1,0.6000000000000001,100,2,Bonf,FNR,1
0.1,0.6000000000000001,100,2,Bonf,FDR,0
0.1,0.6000000000000001,100,2,None,FNR,0.5
0.1,0.6000000000000001,100,2,None,FDR,0
0.1,0.8,100,2,BH,FDR,0
0.1,0.8,100,2,BH,FNR,1
0.1,0.8,100,2,Lfdr,FDR,0
0.1,0.8,100,2,Lfdr,FNR,1
0.1,0.8,100,2,adaptBH,FNR,1
0.1,0.8,100,2,adaptBH,FDR,0
0.1,0.8,100,2,Bonf,FNR,1
0.1,0.8,100,2,Bonf,FDR,0
0.1,0.8,100,2,None,FNR,0.8
0.1,0.8,100,2,None,FDR,0
0.1,0,100,2,BH,FDR,0
0.1,0,100,2,BH,FNR,1
0.1,0,100,2,Lfdr,FDR,0
0.1,0,100,2,Lfdr,FNR,1
0.1,0,100,2,adaptBH,FNR,1
0.1,0,100,2,adaptBH,FDR,0
0.1,0,100,2,Bonf,FNR,1
0.1,0,100,2,Bonf,FDR,0
0.1,0,100,2,None,FNR,0.2857142857142857
0.1,0,100,2,None,FDR,0.5
0.1,0.2,100,2,BH,FDR,0
0.1,0.2,100,2,BH,FNR,0.9166666666666666
0.1,0.2,100,2,Lfdr,FDR,0
0.1,0.2,100,2,Lfdr,FNR,1
0.1,0.2,100,2,adaptBH,FNR,0.75
0.1,0.2,100,2,adaptBH,FDR,0
0.1,0.2,100,2,Bonf,FNR,0.9166666666666666
0.1,0.2,100,2,Bonf,FDR,0
0.1,0.2,100,2,None,FNR,0.4166666666666667
0.1,0.2,100,2,None,FDR,0.5333333333333333
0.1,0.4,100,2,BH,FDR,0
0.1,0.4,100,2,BH,FNR,1
0.1,0.4,100,2,Lfdr,FDR,0
0.1,0.4,100,2,Lfdr,FNR,1
0.1,0.4,100,2,adaptBH,FNR,1
0.1,0.4,100,2,adaptBH,FDR,0
0.1,0.4,100,2,Bonf,FNR,1
0.1,0.4,100,2,Bonf,FDR,0
0.1,0.4,100,2,None,FNR,0.125
0.1,0.4,100,2,None,FDR,0.2222222222222222
0.1,0.6000000000000001,100,2,BH,FDR,0
0.1,0.6000000000000001,100,2,BH,FNR,1
0.1,0.6000000000000001,100,2,Lfdr,FDR,0
0.1,0.6000000000000001,100,2,Lfdr,FNR,1
0.1,0.6000000000000001,100,2,adaptBH,FNR,1
0.1,0.6000000000000001,100,2,adaptBH,FDR,0
0.1,0.6000000000000001,100,2,Bonf,FNR,1
0.1,0.6000000000000001,100,2,Bonf,FDR,0
0.1,0.6000000000000001,100,2,None,FNR,0.8333333333333334
0.1,0.6000000000000001,100,2,None,FDR,0
0.1,0.8,100,2,BH,FDR,0
0.1,0.8,100,2,BH,FNR,0.8571428571428571
0.1,0.8,100,2,Lfdr,FDR,0
0.1,0.8,100,2,Lfdr,FNR,1
0.1,0.8,100,2,adaptBH,FNR,0
0.1,0.8,100,2,adaptBH,FDR,0.93
0.1,0.8,100,2,Bonf,FNR,0.8571428571428571
0.1,0.8,100,2,Bonf,FDR,0
0.1,0.8,100,2,None,FNR,0
0.1,0.8,100,2,None,FDR,0.46153846153846156
0.1,0,100,2,BH,FDR,0.3333333333333333
0.1,0,100,2,BH,FNR,0.8
0.1,0,100,2,Lfdr,FDR,0
0.1,0,100,2,Lfdr,FNR,0.8
0.1,0,100,2,adaptBH,FNR,0.8
0.1,0,100,2,adaptBH,FDR,0.3333333333333333
0.1,0,100,2,Bonf,FNR,0.8
0.1,0,100,2,Bonf,FDR,0.3333333333333333
0.1,0,100,2,None,FNR,0.4
0.1,0,100,2,None,FDR,0.25
0.1,0.2,100,2,BH,FDR,0
0.1,0.2,100,2,BH,FNR,0.9090909090909091
0.1,0.2,100,2,Lfdr,FDR,0
0.1,0.2,100,2,Lfdr,FNR,0.9090909090909091
0.1,0.2,100,2,adaptBH,FNR,0.9090909090909091
0.1,0.2,100,2,adaptBH,FDR,0
0.1,0.2,100,2,Bonf,FNR,0.9090909090909091
0.1,0.2,100,2,Bonf,FDR,0
0.1,0.2,100,2,None,FNR,0.45454545454545453
0.1,0.2,100,2,None,FDR,0
0.1,0.4,100,2,BH,FDR,0
0.1,0.4,100,2,BH,FNR,0.9285714285714286
0.1,0.4,100,2,Lfdr,FDR,0
0.1,0.4,100,2,Lfdr,FNR,1
0.1,0.4,100,2,adaptBH,FNR,0.7142857142857143
0.1,0.4,100,2,adaptBH,FDR,0
0.1,0.4,100,2,Bonf,FNR,0.9285714285714286
0.1,0.4,100,2,Bonf,FDR,0
0.1,0.4,100,2,None,FNR,0.21428571428571427
0.1,0.4,100,2,None,FDR,0.21428571428571427
0.1,0.6000000000000001,100,2,BH,FDR,0
0.1,0.6000000000000001,100,2,BH,FNR,1
0.1,0.6000000000000001,100,2,Lfdr,FDR,0
0.1,0.6000000000000001,100,2,Lfdr,FNR,1
0.1,0.6000000000000001,100,2,adaptBH,FNR,1
0.1,0.6000000000000001,100,2,adaptBH,FDR,0
0.1,0.6000000000000001,100,2,Bonf,FNR,1
0.1,0.6000000000000001,100,2,Bonf,FDR,0
0.1,0.6000000000000001,100,2,None,FNR,0.35714285714285715
0.1,0.6000000000000001,100,2,None,FDR,0
0.1,0.8,100,2,BH,FDR,0
0.1,0.8,100,2,BH,FNR,1
0.1,0.8,100,2,Lfdr,FDR,0
0.1,0.8,100,2,Lfdr,FNR,1
0.1,0.8,100,2,adaptBH,FNR,1
0.1,0.8,100,2,adaptBH,FDR,0
0.1,0.8,100,2,Bonf,FNR,1
0.1,0.8,100,2,Bonf,FDR,0
0.1,0.8,100,2,None,FNR,0.8
0.1,0.8,100,2,None,FDR,0
0.1,0,100,2,BH,FDR,0
0.1,0,100,2,BH,FNR,0.7142857142857143
0.1,0,100,2,Lfdr,FDR,0
0.1,0,100,2,Lfdr,FNR,0.7142857142857143
0.1,0,100,2,adaptBH,FNR,0.7142857142857143
0.1,0,100,2,adaptBH,FDR,0
0.1,0,100,2,Bonf,FNR,0.7142857142857143
0.1,0,100,2,Bonf,FDR,0
0.1,0,100,2,None,FNR,0.42857142857142855
0.1,0,100,2,None,FDR,0.6
0.1,0.2,100,2,BH,FDR,0.2
0.1,0.2,100,2,BH,FNR,0.5555555555555556
0.1,0.2,100,2,Lfdr,FDR,0
0.1,0.2,100,2,Lfdr,FNR,0.6666666666666666
0.1,0.2,100,2,adaptBH,FNR,0.4444444444444444
0.1,0.2,100,2,adaptBH,FDR,0.4444444444444444
0.1,0.2,100,2,Bonf,FNR,0.6666666666666666
0.1,0.2,100,2,Bonf,FDR,0
0.1,0.2,100,2,None,FNR,0.3333333333333333
0.1,0.2,100,2,None,FDR,0.7142857142857143
0.1,0.4,100,2,BH,FDR,0
0.1,0.4,100,2,BH,FNR,1
0.1,0.4,100,2,Lfdr,FDR,0
0.1,0.4,100,2,Lfdr,FNR,1
0.1,0.4,100,2,adaptBH,FNR,1
0.1,0.4,100,2,adaptBH,FDR,0
0.1,0.4,100,2,Bonf,FNR,1
0.1,0.4,100,2,Bonf,FDR,0
0.1,0.4,100,2,None,FNR,0.6666666666666666
0.1,0.4,100,2,None,FDR,0
0.1,0.6000000000000001,100,2,BH,FDR,0
0.1,0.6000000000000001,100,2,BH,FNR,1
0.1,0.6000000000000001,100,2,Lfdr,FDR,0
0.1,0.6000000000000001,100,2,Lfdr,FNR,1
0.1,0.6000000000000001,100,2,adaptBH,FNR,1
0.1,0.6000000000000001,100,2,adaptBH,FDR,0
0.1,0.6000000000000001,100,2,Bonf,FNR,1
0.1,0.6000000000000001,100,2,Bonf,FDR,0
0.1,0.6000000000000001,100,2,None,FNR,0.2727272727272727
0.1,0.6000000000000001,100,2,None,FDR,0
0.1,0.8,100,2,BH,FDR,0
0.1,0.8,100,2,BH,FNR,1
0.1,0.8,100,2,Lfdr,FDR,0
0.1,0.8,100,2,Lfdr,FNR,1
0.1,0.8,100,2,adaptBH,FNR,1
0.1,0.8,100,2,adaptBH,FDR,0
0.1,0.8,100,2,Bonf,FNR,1
0.1,0.8,100,2,Bonf,FDR,0
0.1,0.8,100,2,None,FNR,0.16666666666666666
0.1,0.8,100,2,None,FDR,0
0.1,0,100,2,BH,FDR,0
0.1,0,100,2,BH,FNR,0.6666666666666666
0.1,0,100,2,Lfdr,FDR,0
0.1,0,100,2,Lfdr,FNR,1
0.1,0,100,2,adaptBH,FNR,0.5
0.1,0,100,2,adaptBH,FDR,0
0.1,0,100,2,Bonf,FNR,0.9166666666666666
0.1,0,100,2,Bonf,FDR,0
0.1,0,100,2,None,FNR,0.25
0.1,0,100,2,None,FDR,0.4375
0.1,0.2,100,2,BH,FDR,0
0.1,0.2,100,2,BH,FNR,0.9090909090909091
0.1,0.2,100,2,Lfdr,FDR,0
0.1,0.2,100,2,Lfdr,FNR,0.9090909090909091
0.1,0.2,100,2,adaptBH,FNR,0.9090909090909091
0.1,0.2,100,2,adaptBH,FDR,0
0.1,0.2,100,2,Bonf,FNR,0.9090909090909091
0.1,0.2,100,2,Bonf,FDR,0
0.1,0.2,100,2,None,FNR,0.45454545454545453
0.1,0.2,100,2,None,FDR,0.3333333333333333
0.1,0.4,100,2,BH,FDR,0
0.1,0.4,100,2,BH,FNR,0.3333333333333333
0.1,0.4,100,2,Lfdr,FDR,0
0.1,0.4,100,2,Lfdr,FNR,0.7777777777777778
0.1,0.4,100,2,adaptBH,FNR,0
0.1,0.4,100,2,adaptBH,FDR,0.3076923076923077
0.1,0.4,100,2,Bonf,FNR,0.7777777777777778
0.1,0.4,100,2,Bonf,FDR,0
0.1,0.4,100,2,None,FNR,0
0.1,0.4,100,2,None,FDR,0.4
0.1,0.6000000000000001,100,2,BH,FDR,0
0.1,0.6000000000000001,100,2,BH,FNR,1
0.1,0.6000000000000001,100,2,Lfdr,FDR,0
0.1,0.6000000000000001,100,2,Lfdr,FNR,1
0.1,0.6000000000000001,100,2,adaptBH,FNR,1
0.1,0.6000000000000001,100,2,adaptBH,FDR,0
0.1,0.6000000000000001,100,2,Bonf,FNR,1
0.1,0.6000000000000001,100,2,Bonf,FDR,0
0.1,0.6000000000000001,100,2,None,FNR,0.2
0.1,0.6000000000000001,100,2,None,FDR,0
0.1,0.8,100,2,BH,FDR,0
0.1,0.8,100,2,BH,FNR,1
0.1,0.8,100,2,Lfdr,FDR,0
0.1,0.8,100,2,Lfdr,FNR,1
0.1,0.8,100,2,adaptBH,FNR,1
0.1,0.8,100,2,adaptBH,FDR,0
0.1,0.8,100,2,Bonf,FNR,1
0.1,0.8,100,2,Bonf,FDR,0
0.1,0.8,100,2,None,FNR,0.1111111111111111
0.1,0.8,100,2,None,FDR,0
0.1,0,500,2,BH,FDR,0
0.1,0,500,2,BH,FNR,1
0.1,0,500,2,Lfdr,FDR,0
0.1,0,500,2,Lfdr,FNR,0.975609756097561
0.1,0,500,2,adaptBH,FNR,1
0.1,0,500,2,adaptBH,FDR,0
0.1,0,500,2,Bonf,FNR,1
0.1,0,500,2,Bonf,FDR,0
0.1,0,500,2,None,FNR,0.43902439024390244
0.1,0,500,2,None,FDR,0.425
0.1,0.2,500,2,BH,FDR,0
0.1,0.2,500,2,BH,FNR,0.9743589743589743
0.1,0.2,500,2,Lfdr,FDR,0
0.1,0.2,500,2,Lfdr,FNR,0.9743589743589743
0.1,0.2,500,2,adaptBH,FNR,0.9743589743589743
0.1,0.2,500,2,adaptBH,FDR,0
0.1,0.2,500,2,Bonf,FNR,0.9743589743589743
0.1,0.2,500,2,Bonf,FDR,0
0.1,0.2,500,2,None,FNR,0.38461538461538464
0.1,0.2,500,2,None,FDR,0.1111111111111111
0.1,0.4,500,2,BH,FDR,0
0.1,0.4,500,2,BH,FNR,0.7916666666666666
0.1,0.4,500,2,Lfdr,FDR,0
0.1,0.4,500,2,Lfdr,FNR,0.7916666666666666
0.1,0.4,500,2,adaptBH,FNR,0.5208333333333334
0.1,0.4,500,2,adaptBH,FDR,0
0.1,0.4,500,2,Bonf,FNR,0.9166666666666666
0.1,0.4,500,2,Bonf,FDR,0
0.1,0.4,500,2,None,FNR,0.16666666666666666
0.1,0.4,500,2,None,FDR,0.4117647058823529
0.1,0.6000000000000001,500,2,BH,FDR,0
0.1,0.6000000000000001,500,2,BH,FNR,1
0.1,0.6000000000000001,500,2,Lfdr,FDR,0
0.1,0.6000000000000001,500,2,Lfdr,FNR,1
0.1,0.6000000000000001,500,2,adaptBH,FNR,1
0.1,0.6000000000000001,500,2,adaptBH,FDR,0
0.1,0.6000000000000001,500,2,Bonf,FNR,1
0.1,0.6000000000000001,500,2,Bonf,FDR,0
0.1,0.6000000000000001,500,2,None,FNR,0.2682926829268293
0.1,0.6000000000000001,500,2,None,FDR,0.0625
0.1,0.8,500,2,BH,FDR,0
0.1,0.8,500,2,BH,FNR,0.8135593220338984
0.1,0.8,500,2,Lfdr,FDR,0
0.1,0.8,500,2,Lfdr,FNR,0.9661016949152542
0.1,0.8,500,2,adaptBH,FNR,0.01694915254237288
0.1,0.8,500,2,adaptBH,FDR,0.07936507936507936
0.1,0.8,500,2,Bonf,FNR,1
0.1,0.8,500,2,Bonf,FDR,0
0.1,0.8,500,2,None,FNR,0.01694915254237288
0.1,0.8,500,2,None,FDR,0.07936507936507936
0.1,0,500,2,BH,FDR,0
0.1,0,500,2,BH,FNR,0.8518518518518519
0.1,0,500,2,Lfdr,FDR,0
0.1,0,500,2,Lfdr,FNR,0.8518518518518519
0.1,0,500,2,adaptBH,FNR,0.8333333333333334
0.1,0,500,2,adaptBH,FDR,0.1
0.1,0,500,2,Bonf,FNR,0.9074074074074074
0.1,0,500,2,Bonf,FDR,0
0.1,0,500,2,None,FNR,0.3333333333333333
0.1,0,500,2,None,FDR,0.4098360655737705
0.1,0.2,500,2,BH,FDR,0.10526315789473684
0.1,0.2,500,2,BH,FNR,0.6046511627906976
0.1,0.2,500,2,Lfdr,FDR,0
0.1,0.2,500,2,Lfdr,FNR,0.7906976744186046
0.1,0.2,500,2,adaptBH,FNR,0.5813953488372093
0.1,0.2,500,2,adaptBH,FDR,0.18181818181818182
0.1,0.2,500,2,Bonf,FNR,0.9534883720930233
0.1,0.2,500,2,Bonf,FDR,0
0.1,0.2,500,2,None,FNR,0.18604651162790697
0.1,0.2,500,2,None,FDR,0.5
0.1,0.4,500,2,BH,FDR,0
