p,rho,num.samples,alt.hyp,Method,Type,Prob
0.5,0.2,3500,3,adaptBH,FNR,0.02411764705882353
0.5,0.2,3500,3,adaptBH,FDR,0.08443708609271523
0.5,0.2,3500,3,Bonf,FNR,0.8211764705882353
0.5,0.2,3500,3,Bonf,FDR,0
0.5,0.2,3500,3,None,FNR,0.03294117647058824
0.5,0.2,3500,3,None,FDR,0.06802721088435375
0.5,0.4,3500,3,BH,FDR,0.2409689757756056
0.5,0.4,3500,3,BH,FNR,5.595970900951316e-4
0.5,0.4,3500,3,Lfdr,FDR,0.29395495851442116
0.5,0.4,3500,3,Lfdr,FNR,0
0.5,0.4,3500,3,adaptBH,FNR,0
0.5,0.4,3500,3,adaptBH,FDR,0.48942857142857144
0.5,0.4,3500,3,Bonf,FNR,0.34359261331841073
0.5,0.4,3500,3,Bonf,FDR,0.002551020408163265
0.5,0.4,3500,3,None,FNR,0
0.5,0.4,3500,3,None,FDR,0.28804780876494024
0.5,0.6000000000000001,3500,3,BH,FDR,0
0.5,0.6000000000000001,3500,3,BH,FNR,1
0.5,0.6000000000000001,3500,3,Lfdr,FDR,0
0.5,0.6000000000000001,3500,3,Lfdr,FNR,0.9881956155143339
0.5,0.6000000000000001,3500,3,adaptBH,FNR,1
0.5,0.6000000000000001,3500,3,adaptBH,FDR,0
0.5,0.6000000000000001,3500,3,Bonf,FNR,1
0.5,0.6000000000000001,3500,3,Bonf,FDR,0
0.5,0.6000000000000001,3500,3,None,FNR,0.8763350196739741
0.5,0.6000000000000001,3500,3,None,FDR,0
0.5,0.8,3500,3,BH,FDR,0
0.5,0.8,3500,3,BH,FNR,0.009174311926605505
0.5,0.8,3500,3,Lfdr,FDR,0.037527593818984545
0.5,0.8,3500,3,Lfdr,FNR,0
0.5,0.8,3500,3,adaptBH,FNR,0
0.5,0.8,3500,3,adaptBH,FDR,0.001145475372279496
0.5,0.8,3500,3,Bonf,FNR,0.9959862385321101
0.5,0.8,3500,3,Bonf,FDR,0
0.5,0.8,3500,3,None,FNR,0
0.5,0.8,3500,3,None,FDR,5.730659025787965e-4
0.5,0,3500,3,BH,FDR,0.027045300878972278
0.5,0,3500,3,BH,FNR,0.17108294930875576
0.5,0,3500,3,Lfdr,FDR,0.05006031363088058
0.5,0,3500,3,Lfdr,FNR,0.09274193548387097
0.5,0,3500,3,adaptBH,FNR,0.07891705069124424
0.5,0,3500,3,adaptBH,FDR,0.052725118483412325
0.5,0,3500,3,Bonf,FNR,0.8738479262672811
0.5,0,3500,3,Bonf,FDR,0
0.5,0,3500,3,None,FNR,0.07834101382488479
0.5,0,3500,3,None,FDR,0.0526939017169923
0.5,0.2,3500,3,BH,FDR,0.0075497597803706245
0.5,0.2,3500,3,BH,FNR,0.1732418524871355
0.5,0.2,3500,3,Lfdr,FDR,0.02027027027027027
0.5,0.2,3500,3,Lfdr,FNR,0.0880503144654088
0.5,0.2,3500,3,adaptBH,FNR,0.10062893081761007
0.5,0.2,3500,3,adaptBH,FDR,0.018102372034956304
0.5,0.2,3500,3,Bonf,FNR,0.9245283018867925
0.5,0.2,3500,3,Bonf,FDR,0
0.5,0.2,3500,3,None,FNR,0.08576329331046312
0.5,0.2,3500,3,None,FDR,0.020820575627679118
0.5,0.4,3500,3,BH,FDR,8.748906386701663e-4
0.5,0.4,3500,3,BH,FNR,0.3317729666471621
0.5,0.4,3500,3,Lfdr,FDR,0.002288329519450801
0.5,0.4,3500,3,Lfdr,FNR,0.23464014043300174
0.5,0.4,3500,3,adaptBH,FNR,0.26565242832065533
0.5,0.4,3500,3,adaptBH,FDR,0.0023847376788553257
0.5,0.4,3500,3,Bonf,FNR,0.9865418373317729
0.5,0.4,3500,3,Bonf,FDR,0
0.5,0.4,3500,3,None,FNR,0.13575190169689877
0.5,0.4,3500,3,None,FDR,0.004045853000674309
0.5,0.6000000000000001,3500,3,BH,FDR,0.06798131811105346
0.5,0.6000000000000001,3500,3,BH,FNR,0
0.5,0.6000000000000001,3500,3,Lfdr,FDR,0.17120443008767883
0.5,0.6000000000000001,3500,3,Lfdr,FNR,0
0.5,0.6000000000000001,3500,3,adaptBH,FNR,0
0.5,0.6000000000000001,3500,3,adaptBH,FDR,0.4868571428571429
0.5,0.6000000000000001,3500,3,Bonf,FNR,0.6185968819599109
0.5,0.6000000000000001,3500,3,Bonf,FDR,0
0.5,0.6000000000000001,3500,3,None,FNR,0
0.5,0.6000000000000001,3500,3,None,FDR,0.13404050144648022
0.5,0.8,3500,3,BH,FDR,0
0.5,0.8,3500,3,BH,FNR,0.009158557527189467
0.5,0.8,3500,3,Lfdr,FDR,0.0353395913859746
0.5,0.8,3500,3,Lfdr,FNR,0
0.5,0.8,3500,3,adaptBH,FNR,5.724098454493417e-4
0.5,0.8,3500,3,adaptBH,FDR,0
0.5,0.8,3500,3,Bonf,FNR,0.996565540927304
0.5,0.8,3500,3,Bonf,FDR,0
0.5,0.8,3500,3,None,FNR,5.724098454493417e-4
0.5,0.8,3500,3,None,FDR,0
0.5,0,4000,3,BH,FDR,0.0340843443096476
0.5,0,4000,3,BH,FNR,0.1623246492985972
0.5,0,4000,3,Lfdr,FDR,0.055929570170895906
0.5,0,4000,3,Lfdr,FNR,0.08667334669338678
0.5,0,4000,3,adaptBH,FNR,0.07715430861723446
0.5,0,4000,3,adaptBH,FDR,0.058763413387838526
0.5,0,4000,3,Bonf,FNR,0.8977955911823647
0.5,0,4000,3,Bonf,FDR,0
0.5,0,4000,3,None,FNR,0.0781563126252505
0.5,0,4000,3,None,FDR,0.05834186284544524
0.5,0.2,4000,3,BH,FDR,0.03413654618473896
0.5,0.2,4000,3,BH,FNR,0.051749630359783146
0.5,0.2,4000,3,Lfdr,FDR,0.08879781420765027
0.5,0.2,4000,3,Lfdr,FNR,0.013799901429275506
0.5,0.2,4000,3,adaptBH,FNR,0.008378511582060127
0.5,0.2,4000,3,adaptBH,FDR,0.10776053215077605
0.5,0.2,4000,3,Bonf,FNR,0.826515524889108
0.5,0.2,4000,3,Bonf,FDR,0
0.5,0.2,4000,3,None,FNR,0.023164120256283883
0.5,0.2,4000,3,None,FDR,0.06509433962264151
0.5,0.4,4000,3,BH,FDR,0.001841620626151013
0.5,0.4,4000,3,BH,FNR,0.16998468606431852
0.5,0.4,4000,3,Lfdr,FDR,0.003886729594669628
0.5,0.4,4000,3,Lfdr,FNR,0.08422664624808576
0.5,0.4,4000,3,adaptBH,FNR,0.1066870852475753
0.5,0.4,4000,3,adaptBH,FDR,0.002849002849002849
0.5,0.4,4000,3,Bonf,FNR,0.9647779479326187
0.5,0.4,4000,3,Bonf,FDR,0
0.5,0.4,4000,3,None,FNR,0.07044410413476264
0.5,0.4,4000,3,None,FDR,0.004918032786885246
0.5,0.6000000000000001,4000,3,BH,FDR,0.003586065573770492
0.5,0.6000000000000001,4000,3,BH,FNR,0.020151133501259445
0.5,0.6000000000000001,4000,3,Lfdr,FDR,0.05566127497621313
0.5,0.6000000000000001,4000,3,Lfdr,FNR,0
0.5,0.6000000000000001,4000,3,adaptBH,FNR,5.037783375314861e-4
0.5,0.6000000000000001,4000,3,adaptBH,FDR,0.02073050345508391
0.5,0.6000000000000001,4000,3,Bonf,FNR,0.9415617128463476
0.5,0.6000000000000001,4000,3,Bonf,FDR,0
0.5,0.6000000000000001,4000,3,None,FNR,0.004030226700251889
0.5,0.6000000000000001,4000,3,None,FDR,0.009519038076152305
0.5,0.8,4000,3,BH,FDR,0
0.5,0.8,4000,3,BH,FNR,1
0.5,0.8,4000,3,Lfdr,FDR,0
0.5,0.8,4000,3,Lfdr,FNR,0.7792527040314651
0.5,0.8,4000,3,adaptBH,FNR,1
0.5,0.8,4000,3,adaptBH,FDR,0
0.5,0.8,4000,3,Bonf,FNR,1
0.5,0.8,4000,3,Bonf,FDR,0
0.5,0.8,4000,3,None,FNR,0.2384464110127827
0.5,0.8,4000,3,None,FDR,0
0.5,0,4000,3,BH,FDR,0.02067777139574957
0.5,0,4000,3,BH,FNR,0.16216216216216217
0.5,0,4000,3,Lfdr,FDR,0.04685890834191555
0.5,0,4000,3,Lfdr,FNR,0.09041769041769042
0.5,0,4000,3,adaptBH,FNR,0.0855036855036855
0.5,0,4000,3,adaptBH,FDR,0.050025523226135786
0.5,0,4000,3,Bonf,FNR,0.8914004914004914
0.5,0,4000,3,Bonf,FDR,0
0.5,0,4000,3,None,FNR,0.08697788697788698
0.5,0,4000,3,None,FDR,0.050102249488752554
0.5,0.2,4000,3,BH,FDR,0.02356020942408377
0.5,0.2,4000,3,BH,FNR,0.07718951014349332
0.5,0.2,4000,3,Lfdr,FDR,0.06723484848484848
0.5,0.2,4000,3,Lfdr,FNR,0.025235032162295893
0.5,0.2,4000,3,adaptBH,FNR,0.025235032162295893
0.5,0.2,4000,3,adaptBH,FDR,0.06723484848484848
0.5,0.2,4000,3,Bonf,FNR,0.8619495299356754
0.5,0.2,4000,3,Bonf,FDR,0
0.5,0.2,4000,3,None,FNR,0.03414151410192974
0.5,0.2,4000,3,None,FDR,0.04965920155793573
0.5,0.4,4000,3,BH,FDR,0.0012531328320802004
0.5,0.4,4000,3,BH,FNR,0.20735952262555943
0.5,0.4,4000,3,Lfdr,FDR,0.0028058361391694723
0.5,0.4,4000,3,Lfdr,FNR,0.11636001989060168
0.5,0.4,4000,3,adaptBH,FNR,0.13028344107409248
0.5,0.4,4000,3,adaptBH,FDR,0.0022818026240730175
0.5,0.4,4000,3,Bonf,FNR,0.9676777722526106
0.5,0.4,4000,3,Bonf,FDR,0
0.5,0.4,4000,3,None,FNR,0.09348582794629537
0.5,0.4,4000,3,None,FDR,0.0049126637554585155
0.5,0.6000000000000001,4000,3,BH,FDR,0.04349859681945744
0.5,0.6000000000000001,4000,3,BH,FNR,4.887585532746823e-4
0.5,0.6000000000000001,4000,3,Lfdr,FDR,0.14357471745500208
0.5,0.6000000000000001,4000,3,Lfdr,FNR,0
0.5,0.6000000000000001,4000,3,adaptBH,FNR,0
0.5,0.6000000000000001,4000,3,adaptBH,FDR,0.48385469223007066
0.5,0.6000000000000001,4000,3,Bonf,FNR,0.6930596285434996
0.5,0.6000000000000001,4000,3,Bonf,FDR,0
0.5,0.6000000000000001,4000,3,None,FNR,0
0.5,0.6000000000000001,4000,3,None,FDR,0.09187749667110519
0.5,0.8,4000,3,BH,FDR,0
0.5,0.8,4000,3,BH,FNR,1
0.5,0.8,4000,3,Lfdr,FDR,0
0.5,0.8,4000,3,Lfdr,FNR,0.7415672029060716
0.5,0.8,4000,3,adaptBH,FNR,1
0.5,0.8,4000,3,adaptBH,FDR,0
0.5,0.8,4000,3,Bonf,FNR,1
0.5,0.8,4000,3,Bonf,FDR,0
0.5,0.8,4000,3,None,FNR,0.23404255319148937
0.5,0.8,4000,3,None,FDR,0
0.5,0,4000,3,BH,FDR,0.024575775307197192
0.5,0,4000,3,BH,FNR,0.17229394240317775
0.5,0,4000,3,Lfdr,FDR,0.04908616187989556
0.5,0,4000,3,Lfdr,FNR,0.0958291956305859
0.5,0,4000,3,adaptBH,FNR,0.09086395233366434
0.5,0,4000,3,adaptBH,FDR,0.05129533678756477
0.5,0,4000,3,Bonf,FNR,0.8793445878848064
0.5,0,4000,3,Bonf,FDR,0
0.5,0,4000,3,None,FNR,0.09235352532274081
0.5,0,4000,3,None,FDR,0.05088265835929388
0.5,0.2,4000,3,BH,FDR,0.01309328968903437
0.5,0.2,4000,3,BH,FNR,0.11756097560975609
0.5,0.2,4000,3,Lfdr,FDR,0.04037419990152634
0.5,0.2,4000,3,Lfdr,FNR,0.04926829268292683
0.5,0.2,4000,3,adaptBH,FNR,0.04975609756097561
0.5,0.2,4000,3,adaptBH,FDR,0.03992114342040414
0.5,0.2,4000,3,Bonf,FNR,0.8868292682926829
0.5,0.2,4000,3,Bonf,FDR,0
0.5,0.2,4000,3,None,FNR,0.055121951219512196
0.5,0.2,4000,3,None,FDR,0.035358565737051796
0.5,0.4,4000,3,BH,FDR,0.009724473257698542
0.5,0.4,4000,3,BH,FNR,0.08715139442231076
0.5,0.4,4000,3,Lfdr,FDR,0.03305377405032067
0.5,0.4,4000,3,Lfdr,FNR,0.02390438247011952
0.5,0.4,4000,3,adaptBH,FNR,0.03436254980079681
0.5,0.4,4000,3,adaptBH,FDR,0.02513826043237808
0.5,0.4,4000,3,Bonf,FNR,0.9267928286852589
0.5,0.4,4000,3,Bonf,FDR,0
0.5,0.4,4000,3,None,FNR,0.036354581673306775
0.5,0.4,4000,3,None,FDR,0.024205748865355523
0.5,0.6000000000000001,4000,3,BH,FDR,0
0.5,0.6000000000000001,4000,3,BH,FNR,0.6600910470409712
0.5,0.6000000000000001,4000,3,Lfdr,FDR,0
0.5,0.6000000000000001,4000,3,Lfdr,FNR,0.48558421851289835
0.5,0.6000000000000001,4000,3,adaptBH,FNR,0.6049570055639858
0.5,0.6000000000000001,4000,3,adaptBH,FDR,0
0.5,0.6000000000000001,4000,3,Bonf,FNR,0.9994941831057157
0.5,0.6000000000000001,4000,3,Bonf,FDR,0
0.5,0.6000000000000001,4000,3,None,FNR,0.22660596863935256
0.5,0.6000000000000001,4000,3,None,FDR,0
0.5,0.8,4000,3,BH,FDR,0
0.5,0.8,4000,3,BH,FNR,0.008399209486166008
0.5,0.8,4000,3,Lfdr,FDR,0.03065134099616858
0.5,0.8,4000,3,Lfdr,FNR,0
0.5,0.8,4000,3,adaptBH,FNR,0.0014822134387351778
0.5,0.8,4000,3,adaptBH,FDR,0
0.5,0.8,4000,3,Bonf,FNR,0.9970355731225297
0.5,0.8,4000,3,Bonf,FDR,0
0.5,0.8,4000,3,None,FNR,9.881422924901185e-4
0.5,0.8,4000,3,None,FDR,0
0.5,0,4000,3,BH,FDR,0.022235576923076924
0.5,0,4000,3,BH,FNR,0.1707441386340469
0.5,0,4000,3,Lfdr,FDR,0.04973262032085562
0.5,0,4000,3,Lfdr,FNR,0.09429153924566769
0.5,0,4000,3,adaptBH,FNR,0.09480122324159021
0.5,0,4000,3,adaptBH,FDR,0.04772117962466488
0.5,0,4000,3,Bonf,FNR,0.8786952089704383
0.5,0,4000,3,Bonf,FDR,0
0.5,0,4000,3,None,FNR,0.08613659531090724
0.5,0,4000,3,None,FDR,0.05482340537691091
0.5,0.2,4000,3,BH,FDR,0.14129003949100483
0.5,0.2,4000,3,BH,FNR,0.009615384615384616
0.5,0.2,4000,3,Lfdr,FDR,0.21794362842397777
0.5,0.2,4000,3,Lfdr,FNR,0.003036437246963563
0.5,0.2,4000,3,adaptBH,FNR,0
0.5,0.2,4000,3,adaptBH,FDR,0.42807525325615053
0.5,0.2,4000,3,Bonf,FNR,0.5996963562753036
0.5,0.2,4000,3,Bonf,FDR,0.0012626262626262627
0.5,0.2,4000,3,None,FNR,0.004048582995951417
0.5,0.2,4000,3,None,FDR,0.19771708112515288
0.5,0.4,4000,3,BH,FDR,0.025993133889161354
0.5,0.4,4000,3,BH,FNR,0.026470588235294117
0.5,0.4,4000,3,Lfdr,FDR,0.09212880143112702
0.5,0.4,4000,3,Lfdr,FNR,0.004901960784313725
0.5,0.4,4000,3,adaptBH,FNR,0.00392156862745098
0.5,0.4,4000,3,adaptBH,FDR,0.11728931364031277
0.5,0.4,4000,3,Bonf,FNR,0.8544117647058823
0.5,0.4,4000,3,Bonf,FDR,0
0.5,0.4,4000,3,None,FNR,0.008823529411764706
0.5,0.4,4000,3,None,FDR,0.05690298507462686
0.5,0.6000000000000001,4000,3,BH,FDR,0.009004502251125562
0.5,0.6000000000000001,4000,3,BH,FNR,0.007017543859649123
0.5,0.6000000000000001,4000,3,Lfdr,FDR,0.09078467153284671
0.5,0.6000000000000001,4000,3,Lfdr,FNR,0.0010025062656641604
0.5,0.6000000000000001,4000,3,adaptBH,FNR,5.012531328320802e-4
0.5,0.6000000000000001,4000,3,adaptBH,FDR,0.15076660988074958
0.5,0.6000000000000001,4000,3,Bonf,FNR,0.8731829573934837
0.5,0.6000000000000001,4000,3,Bonf,FDR,0
0.5,0.6000000000000001,4000,3,None,FNR,0.0020050125313283208
0.5,0.6000000000000001,4000,3,None,FDR,0.036768263183357526
0.5,0.8,4000,3,BH,FDR,0.045889101338432124
0.5,0.8,4000,3,BH,FNR,0
0.5,0.8,4000,3,Lfdr,FDR,0.1724709784411277
0.5,0.8,4000,3,Lfdr,FNR,0
0.5,0.8,4000,3,adaptBH,FNR,0
0.5,0.8,4000,3,adaptBH,FDR,0.501
0.5,0.8,4000,3,Bonf,FNR,0.5035070140280561
0.5,0.8,4000,3,Bonf,FDR,0
0.5,0.8,4000,3,None,FNR,0
0.5,0.8,4000,3,None,FDR,0.14444920702957564
0.5,0,4000,3,BH,FDR,0.02919290211791643
0.5,0,4000,3,BH,FNR,0.16164112703905092
0.5,0,4000,3,Lfdr,FDR,0.053663570691434466
0.5,0,4000,3,Lfdr,FNR,0.09342560553633218
0.5,0,4000,3,adaptBH,FNR,0.0954028670291646
0.5,0,4000,3,adaptBH,FDR,0.0523045054375971
0.5,0,4000,3,Bonf,FNR,0.893227879387049
0.5,0,4000,3,Bonf,FDR,0
0.5,0,4000,3,None,FNR,0.09391992090954028
0.5,0,4000,3,None,FDR,0.053691275167785234
0.5,0.2,4000,3,BH,FDR,0.05876443997990959
0.5,0.2,4000,3,BH,FNR,0.041922290388548056
0.5,0.2,4000,3,Lfdr,FDR,0.12505663797009514
0.5,0.2,4000,3,Lfdr,FNR,0.01278118609406953
0.5,0.2,4000,3,adaptBH,FNR,0.002556237218813906
0.5,0.2,4000,3,adaptBH,FDR,0.18162751677852348
0.5,0.2,4000,3,Bonf,FNR,0.7796523517382413
0.5,0.2,4000,3,Bonf,FDR,0
0.5,0.2,4000,3,None,FNR,0.020961145194274028
0.5,0.2,4000,3,None,FDR,0.10722610722610723
0.5,0.4,4000,3,BH,FDR,6.821282401091405e-4
0.5,0.4,4000,3,BH,FNR,0.2452344152498712
0.5,0.4,4000,3,Lfdr,FDR,0.0024405125076266015
0.5,0.4,4000,3,Lfdr,FNR,0.15765069551777433
0.5,0.4,4000,3,adaptBH,FNR,0.17980422462648118
0.5,0.4,4000,3,adaptBH,FDR,0.0012547051442910915
0.5,0.4,4000,3,Bonf,FNR,0.9824832560535807
0.5,0.4,4000,3,Bonf,FDR,0
0.5,0.4,4000,3,None,FNR,0.10407006697578568
0.5,0.4,4000,3,None,FDR,0.0045792787635947334
0.5,0.6000000000000001,4000,3,BH,FDR,0
0.5,0.6000000000000001,4000,3,BH,FNR,0.1466535433070866
0.5,0.6000000000000001,4000,3,Lfdr,FDR,0
0.5,0.6000000000000001,4000,3,Lfdr,FNR,0.08070866141732283
0.5,0.6000000000000001,4000,3,adaptBH,FNR,0.08218503937007875
0.5,0.6000000000000001,4000,3,adaptBH,FDR,0
0.5,0.6000000000000001,4000,3,Bonf,FNR,0.9926181102362205
0.5,0.6000000000000001,4000,3,Bonf,FDR,0
0.5,0.6000000000000001,4000,3,None,FNR,0.04970472440944882
0.5,0.6000000000000001,4000,3,None,FDR,0
0.5,0.8,4000,3,BH,FDR,0.0024987506246876563
0.5,0.8,4000,3,BH,FNR,0
0.5,0.8,4000,3,Lfdr,FDR,0.09272727272727273
0.5,0.8,4000,3,Lfdr,FNR,0
0.5,0.8,4000,3,adaptBH,FNR,0
0.5,0.8,4000,3,adaptBH,FDR,0.501
0.5,0.8,4000,3,Bonf,FNR,0.8667334669338678
0.5,0.8,4000,3,Bonf,FDR,0
0.5,0.8,4000,3,None,FNR,0
0.5,0.8,4000,3,None,FDR,0.019164619164619166
0.6,0,30,3,BH,FDR,0
0.6,0,30,3,BH,FNR,0
0.6,0,30,3,Lfdr,FDR,0.07142857142857142
0.6,0,30,3,Lfdr,FNR,0
0.6,0,30,3,adaptBH,FNR,0
0.6,0,30,3,adaptBH,FDR,0.07142857142857142
0.6,0,30,3,Bonf,FNR,0.46153846153846156
0.6,0,30,3,Bonf,FDR,0
0.6,0,30,3,None,FNR,0
0.6,0,30,3,None,FDR,0
0.6,0.2,30,3,BH,FDR,0
0.6,0.2,30,3,BH,FNR,0.05263157894736842
0.6,0.2,30,3,Lfdr,FDR,0
0.6,0.2,30,3,Lfdr,FNR,0
0.6,0.2,30,3,adaptBH,FNR,0
0.6,0.2,30,3,adaptBH,FDR,0
0.6,0.2,30,3,Bonf,FNR,0.3157894736842105
0.6,0.2,30,3,Bonf,FDR,0
0.6,0.2,30,3,None,FNR,0
0.6,0.2,30,3,None,FDR,0
0.6,0.4,30,3,BH,FDR,0.12
0.6,0.4,30,3,BH,FNR,0
0.6,0.4,30,3,Lfdr,FDR,0.18518518518518517
0.6,0.4,30,3,Lfdr,FNR,0
0.6,0.4,30,3,adaptBH,FNR,0
0.6,0.4,30,3,adaptBH,FDR,0.26666666666666666
0.6,0.4,30,3,Bonf,FNR,0.045454545454545456
0.6,0.4,30,3,Bonf,FDR,0.045454545454545456
0.6,0.4,30,3,None,FNR,0
0.6,0.4,30,3,None,FDR,0.15384615384615385
0.6,0.6000000000000001,30,3,BH,FDR,0
0.6,0.6000000000000001,30,3,BH,FNR,0.2222222222222222
0.6,0.6000000000000001,30,3,Lfdr,FDR,0
0.6,0.6000000000000001,30,3,Lfdr,FNR,0.1111111111111111
0.6,0.6000000000000001,30,3,adaptBH,FNR,0.1111111111111111
0.6,0.6000000000000001,30,3,adaptBH,FDR,0
0.6,0.6000000000000001,30,3,Bonf,FNR,0.8333333333333334
0.6,0.6000000000000001,30,3,Bonf,FDR,0
0.6,0.6000000000000001,30,3,None,FNR,0.1111111111111111
0.6,0.6000000000000001,30,3,None,FDR,0
0.6,0.8,30,3,BH,FDR,0
0.6,0.8,30,3,BH,FNR,0
0.6,0.8,30,3,Lfdr,FDR,0.047619047619047616
0.6,0.8,30,3,Lfdr,FNR,0
0.6,0.8,30,3,adaptBH,FNR,0
0.6,0.8,30,3,adaptBH,FDR,0.09090909090909091
0.6,0.8,30,3,Bonf,FNR,0.2
0.6,0.8,30,3,Bonf,FDR,0
0.6,0.8,30,3,None,FNR,0
0.6,0.8,30,3,None,FDR,0
0.6,0,30,3,BH,FDR,0.0625
0.6,0,30,3,BH,FNR,0.21052631578947367
0.6,0,30,3,Lfdr,FDR,0.058823529411764705
0.6,0,30,3,Lfdr,FNR,0.15789473684210525
0.6,0,30,3,adaptBH,FNR,0.10526315789473684
0.6,0,30,3,adaptBH,FDR,0.05555555555555555
0.6,0,30,3,Bonf,FNR,0.5263157894736842
0.6,0,30,3,Bonf,FDR,0
0.6,0,30,3,None,FNR,0.10526315789473684
0.6,0,30,3,None,FDR,0.05555555555555555
0.6,0.2,30,3,BH,FDR,0
0.6,0.2,30,3,BH,FNR,0.05263157894736842
0.6,0.2,30,3,Lfdr,FDR,0.05
0.6,0.2,30,3,Lfdr,FNR,0
0.6,0.2,30,3,adaptBH,FNR,0
0.6,0.2,30,3,adaptBH,FDR,0.05
0.6,0.2,30,3,Bonf,FNR,0.21052631578947367
0.6,0.2,30,3,Bonf,FDR,0
0.6,0.2,30,3,None,FNR,0.05263157894736842
0.6,0.2,30,3,None,FDR,0.05263157894736842
0.6,0.4,30,3,BH,FDR,0
0.6,0.4,30,3,BH,FNR,0.058823529411764705
0.6,0.4,30,3,Lfdr,FDR,0
0.6,0.4,30,3,Lfdr,FNR,0.058823529411764705
0.6,0.4,30,3,adaptBH,FNR,0.058823529411764705
0.6,0.4,30,3,adaptBH,FDR,0
0.6,0.4,30,3,Bonf,FNR,0.7058823529411765
0.6,0.4,30,3,Bonf,FDR,0
0.6,0.4,30,3,None,FNR,0.058823529411764705
0.6,0.4,30,3,None,FDR,0
0.6,0.6000000000000001,30,3,BH,FDR,0
0.6,0.6000000000000001,30,3,BH,FNR,0.15789473684210525
0.6,0.6000000000000001,30,3,Lfdr,FDR,0
0.6,0.6000000000000001,30,3,Lfdr,FNR,0.10526315789473684
0.6,0.6000000000000001,30,3,adaptBH,FNR,0.05263157894736842
0.6,0.6000000000000001,30,3,adaptBH,FDR,0
0.6,0.6000000000000001,30,3,Bonf,FNR,0.7894736842105263
0.6,0.6000000000000001,30,3,Bonf,FDR,0
0.6,0.6000000000000001,30,3,None,FNR,0.05263157894736842
0.6,0.6000000000000001,30,3,None,FDR,0
0.6,0.8,30,3,BH,FDR,0
0.6,0.8,30,3,BH,FNR,0
0.6,0.8,30,3,Lfdr,FDR,0.05
0.6,0.8,30,3,Lfdr,FNR,0
0.6,0.8,30,3,adaptBH,FNR,0
0.6,0.8,30,3,adaptBH,FDR,0.17391304347826086
0.6,0.8,30,3,Bonf,FNR,0.05263157894736842
0.6,0.8,30,3,Bonf,FDR,0
0.6,0.8,30,3,None,FNR,0
0.6,0.8,30,3,None,FDR,0
0.6,0,30,3,BH,FDR,0
0.6,0,30,3,BH,FNR,0.2222222222222222
0.6,0,30,3,Lfdr,FDR,0.06666666666666667
0.6,0,30,3,Lfdr,FNR,0.2222222222222222
0.6,0,30,3,adaptBH,FNR,0.2222222222222222
0.6,0,30,3,adaptBH,FDR,0
0.6,0,30,3,Bonf,FNR,0.6111111111111112
0.6,0,30,3,Bonf,FDR,0
0.6,0,30,3,None,FNR,0.2222222222222222
0.6,0,30,3,None,FDR,0
0.6,0.2,30,3,BH,FDR,0
0.6,0.2,30,3,BH,FNR,0.1
0.6,0.2,30,3,Lfdr,FDR,0.05
0.6,0.2,30,3,Lfdr,FNR,0.05
0.6,0.2,30,3,adaptBH,FNR,0.05
0.6,0.2,30,3,adaptBH,FDR,0.09523809523809523
0.6,0.2,30,3,Bonf,FNR,0.45
0.6,0.2,30,3,Bonf,FDR,0
0.6,0.2,30,3,None,FNR,0.05
0.6,0.2,30,3,None,FDR,0.05
0.6,0.4,30,3,BH,FDR,0
0.6,0.4,30,3,BH,FNR,0
0.6,0.4,30,3,Lfdr,FDR,0.058823529411764705
0.6,0.4,30,3,Lfdr,FNR,0
0.6,0.4,30,3,adaptBH,FNR,0
0.6,0.4,30,3,adaptBH,FDR,0.1111111111111111
0.6,0.4,30,3,Bonf,FNR,0.1875
0.6,0.4,30,3,Bonf,FDR,0
0.6,0.4,30,3,None,FNR,0
0.6,0.4,30,3,None,FDR,0
0.6,0.6000000000000001,30,3,BH,FDR,0
0.6,0.6000000000000001,30,3,BH,FNR,0.045454545454545456
0.6,0.6000000000000001,30,3,Lfdr,FDR,0
0.6,0.6000000000000001,30,3,Lfdr,FNR,0
0.6,0.6000000000000001,30,3,adaptBH,FNR,0
0.6,0.6000000000000001,30,3,adaptBH,FDR,0
0.6,0.6000000000000001,30,3,Bonf,FNR,0.36363636363636365
0.6,0.6000000000000001,30,3,Bonf,FDR,0
0.6,0.6000000000000001,30,3,None,FNR,0
0.6,0.6000000000000001,30,3,None,FDR,0
0.6,0.8,30,3,BH,FDR,0.05555555555555555
0.6,0.8,30,3,BH,FNR,0
0.6,0.8,30,3,Lfdr,FDR,0.05555555555555555
0.6,0.8,30,3,Lfdr,FNR,0
0.6,0.8,30,3,adaptBH,FNR,0
0.6,0.8,30,3,adaptBH,FDR,0.05555555555555555
0.6,0.8,30,3,Bonf,FNR,0.29411764705882354
0.6,0.8,30,3,Bonf,FDR,0
0.6,0.8,30,3,None,FNR,0
0.6,0.8,30,3,None,FDR,0.05555555555555555
0.6,0,30,3,BH,FDR,0.06666666666666667
0.6,0,30,3,BH,FNR,0.2222222222222222
0.6,0,30,3,Lfdr,FDR,0.058823529411764705
0.6,0,30,3,Lfdr,FNR,0.1111111111111111
0.6,0,30,3,adaptBH,FNR,0.05555555555555555
0.6,0,30,3,adaptBH,FDR,0.15
0.6,0,30,3,Bonf,FNR,0.6111111111111112
0.6,0,30,3,Bonf,FDR,0
0.6,0,30,3,None,FNR,0.1111111111111111
0.6,0,30,3,None,FDR,0.058823529411764705
